"","category","term","ontology"
"7021","GO:0033817","beta-ketoacyl-acyl-carrier-protein synthase II activity","MF"
"7022","GO:0033818","beta-ketoacyl-acyl-carrier-protein synthase III activity","MF"
"7023","GO:0033823","procollagen glucosyltransferase activity","MF"
"7024","GO:0033830","Skp1-protein-hydroxyproline N-acetylglucosaminyltransferase activity","MF"
"7025","GO:0033842","N-acetyl-beta-glucosaminyl-glycoprotein 4-beta-N-acetylgalactosaminyltransferase activity","MF"
"7026","GO:0033853","aspartate-prephenate aminotransferase activity","MF"
"7027","GO:0033857","diphosphoinositol-pentakisphosphate kinase activity","MF"
"7028","GO:0033858","N-acetylgalactosamine kinase activity","MF"
"7029","GO:0033862","UMP kinase activity","MF"
"7030","GO:0033878","hormone-sensitive lipase activity","MF"
"7031","GO:0033882","choloyl-CoA hydrolase activity","MF"
"7032","GO:0033883","pyridoxal phosphatase activity","MF"
"7033","GO:0033885","10-hydroxy-9-(phosphonooxy)octadecanoate phosphatase activity","MF"
"7034","GO:0033890","ribonuclease D activity","MF"
"7035","GO:0033897","ribonuclease T2 activity","MF"
"7036","GO:0033904","dextranase activity","MF"
"7037","GO:0033907","beta-D-fucosidase activity","MF"
"7038","GO:0033916","beta-agarase activity","MF"
"7039","GO:0033919","glucan 1,3-alpha-glucosidase activity","MF"
"7040","GO:0033942","4-alpha-D-(1->4)-alpha-D-glucanotrehalose trehalohydrolase activity","MF"
"7041","GO:0033947","mannosylglycoprotein endo-beta-mannosidase activity","MF"
"7042","GO:0033953","alpha-agarase activity","MF"
"7043","GO:0033961","cis-stilbene-oxide hydrolase activity","MF"
"7044","GO:0033962","cytoplasmic mRNA processing body assembly","BP"
"7045","GO:0033980","phosphonopyruvate decarboxylase activity","MF"
"7046","GO:0033989","3alpha,7alpha,12alpha-trihydroxy-5beta-cholest-24-enoyl-CoA hydratase activity","MF"
"7047","GO:0033990","ectoine synthase activity","MF"
"7048","GO:0033993","response to lipid","BP"
"7049","GO:0034012","FAD-AMP lyase (cyclizing) activity","MF"
"7050","GO:0034038","deoxyhypusine synthase activity","MF"
"7051","GO:0034039","8-oxo-7,8-dihydroguanine DNA N-glycosylase activity","MF"
"7052","GO:0034040","ATPase-coupled lipid transmembrane transporter activity","MF"
"7053","GO:0034042","5-formyluracil DNA N-glycosylase activity","MF"
"7054","GO:0034043","5-hydroxymethyluracil DNA N-glycosylase activity","MF"
"7055","GO:0034045","phagophore assembly site membrane","CC"
"7056","GO:0034046","poly(G) binding","MF"
"7057","GO:0034051","negative regulation of plant-type hypersensitive response","BP"
"7058","GO:0034052","positive regulation of plant-type hypersensitive response","BP"
"7059","GO:0034053","modulation by symbiont of host defense-related programmed cell death","BP"
"7061","GO:0034060","cyanelle stroma","CC"
"7062","GO:0034062","5'-3' RNA polymerase activity","MF"
"7063","GO:0034063","stress granule assembly","BP"
"7064","GO:0034064","Tor2-Mei2-Ste11 complex","CC"
"7065","GO:0034066","RIC1-RGP1 guanyl-nucleotide exchange factor complex","CC"
"7066","GO:0034067","protein localization to Golgi apparatus","BP"
"7067","GO:0034081","polyketide synthase complex","CC"
"7068","GO:0034085","establishment of sister chromatid cohesion","BP"
"7069","GO:0034087","establishment of mitotic sister chromatid cohesion","BP"
"7070","GO:0034088","maintenance of mitotic sister chromatid cohesion","BP"
"7071","GO:0034097","response to cytokine","BP"
"7072","GO:0034098","VCP-NPL4-UFD1 AAA ATPase complex","CC"
"7073","GO:0034101","erythrocyte homeostasis","BP"
"7074","GO:0034109","homotypic cell-cell adhesion","BP"
"7075","GO:0034110","regulation of homotypic cell-cell adhesion","BP"
"7076","GO:0034112","positive regulation of homotypic cell-cell adhesion","BP"
"7077","GO:0034113","heterotypic cell-cell adhesion","BP"
"7078","GO:0034116","positive regulation of heterotypic cell-cell adhesion","BP"
"7079","GO:0034120","positive regulation of erythrocyte aggregation","BP"
"7080","GO:0034121","regulation of toll-like receptor signaling pathway","BP"
"7081","GO:0034122","negative regulation of toll-like receptor signaling pathway","BP"
"7082","GO:0034136","negative regulation of toll-like receptor 2 signaling pathway","BP"
"7083","GO:0034137","positive regulation of toll-like receptor 2 signaling pathway","BP"
"7084","GO:0034138","toll-like receptor 3 signaling pathway","BP"
"7085","GO:0034141","positive regulation of toll-like receptor 3 signaling pathway","BP"
"7086","GO:0034144","negative regulation of toll-like receptor 4 signaling pathway","BP"
"7087","GO:0034157","positive regulation of toll-like receptor 7 signaling pathway","BP"
"7088","GO:0034161","positive regulation of toll-like receptor 8 signaling pathway","BP"
"7089","GO:0034162","toll-like receptor 9 signaling pathway","BP"
"7090","GO:0034164","negative regulation of toll-like receptor 9 signaling pathway","BP"
"7091","GO:0034165","positive regulation of toll-like receptor 9 signaling pathway","BP"
"7092","GO:0034184","positive regulation of maintenance of mitotic sister chromatid cohesion","BP"
"7093","GO:0034185","apolipoprotein binding","MF"
"7094","GO:0034186","apolipoprotein A-I binding","MF"
"7095","GO:0034188","apolipoprotein A-I receptor activity","MF"
"7096","GO:0034190","apolipoprotein receptor binding","MF"
"7097","GO:0034194","D-galactonate catabolic process","BP"
"7098","GO:0034197","triglyceride transport","BP"
"7099","GO:0034198","cellular response to amino acid starvation","BP"
"7100","GO:0034199","activation of protein kinase A activity","BP"
"7101","GO:0034200","D,D-heptose 1,7-bisphosphate phosphatase activity","MF"
"7102","GO:0034201","response to oleic acid","BP"
"7103","GO:0034203","glycolipid translocation","BP"
"7104","GO:0034205","amyloid-beta formation","BP"
"7105","GO:0034211","GTP-dependent protein kinase activity","MF"
"7106","GO:0034213","quinolinate catabolic process","BP"
"7107","GO:0034214","protein hexamerization","BP"
"7108","GO:0034220","ion transmembrane transport","BP"
"7109","GO:0034221","fungal-type cell wall chitin biosynthetic process","BP"
"7110","GO:0034227","tRNA thio-modification","BP"
"7111","GO:0034230","enkephalin processing","BP"
"7112","GO:0034231","islet amyloid polypeptide processing","BP"
"7113","GO:0034232","ascospore wall chitin catabolic process","BP"
"7114","GO:0034235","GPI anchor binding","MF"
"7115","GO:0034236","protein kinase A catalytic subunit binding","MF"
"7116","GO:0034237","protein kinase A regulatory subunit binding","MF"
"7117","GO:0034243","regulation of transcription elongation from RNA polymerase II promoter","BP"
"7118","GO:0034244","negative regulation of transcription elongation from RNA polymerase II promoter","BP"
"7119","GO:0034245","mitochondrial DNA-directed RNA polymerase complex","CC"
"7120","GO:0034247","snoRNA splicing","BP"
"7121","GO:0034256","chlorophyll(ide) b reductase activity","MF"
"7122","GO:0034260","negative regulation of GTPase activity","BP"
"7123","GO:0034271","phosphatidylinositol 3-kinase complex, class III, type I","CC"
"7124","GO:0034272","phosphatidylinositol 3-kinase complex, class III, type II","CC"
"7125","GO:0034274","Atg12-Atg5-Atg16 complex","CC"
"7126","GO:0034276","kynurenic acid biosynthetic process","BP"
"7127","GO:0034286","response to maltose","BP"
"7128","GO:0034314","Arp2/3 complex-mediated actin nucleation","BP"
"7129","GO:0034315","regulation of Arp2/3 complex-mediated actin nucleation","BP"
"7130","GO:0034316","negative regulation of Arp2/3 complex-mediated actin nucleation","BP"
"7131","GO:0034329","cell junction assembly","BP"
"7132","GO:0034332","adherens junction organization","BP"
"7133","GO:0034333","adherens junction assembly","BP"
"7134","GO:0034334","adherens junction maintenance","BP"
"7135","GO:0034338","short-chain carboxylesterase activity","MF"
"7136","GO:0034340","response to type I interferon","BP"
"7137","GO:0034341","response to interferon-gamma","BP"
"7138","GO:0034349","glial cell apoptotic process","BP"
"7139","GO:0034351","negative regulation of glial cell apoptotic process","BP"
"7140","GO:0034352","positive regulation of glial cell apoptotic process","BP"
"7141","GO:0034353","RNA pyrophosphohydrolase activity","MF"
"7142","GO:0034354","'de novo' NAD biosynthetic process from tryptophan","BP"
"7143","GO:0034355","NAD salvage","BP"
"7144","GO:0034356","NAD biosynthesis via nicotinamide riboside salvage pathway","BP"
"7145","GO:0034361","very-low-density lipoprotein particle","CC"
"7146","GO:0034364","high-density lipoprotein particle","CC"
"7147","GO:0034378","chylomicron assembly","BP"
"7148","GO:0034379","very-low-density lipoprotein particle assembly","BP"
"7149","GO:0034380","high-density lipoprotein particle assembly","BP"
"7150","GO:0034382","chylomicron remnant clearance","BP"
"7151","GO:0034383","low-density lipoprotein particle clearance","BP"
"7152","GO:0034384","high-density lipoprotein particle clearance","BP"
"7153","GO:0034387","4-aminobutyrate:pyruvate transaminase activity","MF"
"7154","GO:0034388","Pwp2p-containing subcomplex of 90S preribosome","CC"
"7155","GO:0034389","lipid droplet organization","BP"
"7156","GO:0034391","regulation of smooth muscle cell apoptotic process","BP"
"7157","GO:0034392","negative regulation of smooth muscle cell apoptotic process","BP"
"7158","GO:0034393","positive regulation of smooth muscle cell apoptotic process","BP"
"7159","GO:0034394","protein localization to cell surface","BP"
"7160","GO:0034395","regulation of transcription from RNA polymerase II promoter in response to iron","BP"
"7161","GO:0034397","telomere localization","BP"
"7162","GO:0034399","nuclear periphery","CC"
"7163","GO:0034402","recruitment of 3'-end processing factors to RNA polymerase II holoenzyme complex","BP"
"7164","GO:0034405","response to fluid shear stress","BP"
"7165","GO:0034411","cell wall (1->3)-beta-D-glucan biosynthetic process","BP"
"7166","GO:0034415","tRNA 3'-trailer cleavage, exonucleolytic","BP"
"7167","GO:0034417","bisphosphoglycerate 3-phosphatase activity","MF"
"7168","GO:0034423","autophagosome lumen","CC"
"7169","GO:0034427","nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5'","BP"
"7170","GO:0034428","nuclear-transcribed mRNA catabolic process, exonucleolytic, 5'-3'","BP"
"7171","GO:0034431","bis(5'-adenosyl)-hexaphosphatase activity","MF"
"7172","GO:0034432","bis(5'-adenosyl)-pentaphosphatase activity","MF"
"7173","GO:0034435","cholesterol esterification","BP"
"7174","GO:0034436","glycoprotein transport","BP"
"7175","GO:0034440","lipid oxidation","BP"
"7176","GO:0034446","substrate adhesion-dependent cell spreading","BP"
"7177","GO:0034450","ubiquitin-ubiquitin ligase activity","MF"
"7178","GO:0034451","centriolar satellite","CC"
"7179","GO:0034452","dynactin binding","MF"
"7180","GO:0034453","microtubule anchoring","BP"
"7181","GO:0034454","microtubule anchoring at centrosome","BP"
"7182","GO:0034455","t-UTP complex","CC"
"7183","GO:0034456","UTP-C complex","CC"
"7184","GO:0034457","Mpp10 complex","CC"
"7185","GO:0034458","3'-5' RNA helicase activity","MF"
"7186","GO:0034461","uropod retraction","BP"
"7187","GO:0034462","small-subunit processome assembly","BP"
"7188","GO:0034463","90S preribosome assembly","BP"
"7189","GO:0034464","BBSome","CC"
"7190","GO:0034472","snRNA 3'-end processing","BP"
"7191","GO:0034473","U1 snRNA 3'-end processing","BP"
"7192","GO:0034474","U2 snRNA 3'-end processing","BP"
"7193","GO:0034475","U4 snRNA 3'-end processing","BP"
"7194","GO:0034476","U5 snRNA 3'-end processing","BP"
"7195","GO:0034477","U6 snRNA 3'-end processing","BP"
"7196","GO:0034478","phosphatidylglycerol catabolic process","BP"
"7197","GO:0034484","raffinose catabolic process","BP"
"7198","GO:0034485","phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase activity","MF"
"7199","GO:0034497","protein localization to phagophore assembly site","BP"
"7200","GO:0034498","early endosome to Golgi transport","BP"
"7201","GO:0034499","late endosome to Golgi transport","BP"
"7202","GO:0034501","protein localization to kinetochore","BP"
"7203","GO:0034502","protein localization to chromosome","BP"
"7204","GO:0034503","protein localization to nucleolar rDNA repeats","BP"
"7205","GO:0034504","protein localization to nucleus","BP"
"7206","GO:0034505","tooth mineralization","BP"
"7207","GO:0034506","chromosome, centromeric core domain","CC"
"7208","GO:0034511","U3 snoRNA binding","MF"
"7209","GO:0034512","box C/D snoRNA binding","MF"
"7210","GO:0034513","box H/ACA snoRNA binding","MF"
"7211","GO:0034514","mitochondrial unfolded protein response","BP"
"7212","GO:0034515","proteasome storage granule","CC"
"7213","GO:0034517","ribophagy","BP"
"7214","GO:0034551","mitochondrial respiratory chain complex III assembly","BP"
"7215","GO:0034553","mitochondrial respiratory chain complex II assembly","BP"
"7216","GO:0034584","piRNA binding","MF"
"7217","GO:0034587","piRNA metabolic process","BP"
"7218","GO:0034593","phosphatidylinositol bisphosphate phosphatase activity","MF"
"7219","GO:0034597","phosphatidylinositol-4,5-bisphosphate 4-phosphatase activity","MF"
"7220","GO:0034599","cellular response to oxidative stress","BP"
"7221","GO:0034602","oxoglutarate dehydrogenase (NAD+) activity","MF"
"7222","GO:0034604","pyruvate dehydrogenase (NAD+) activity","MF"
"7223","GO:0034605","cellular response to heat","BP"
"7224","GO:0034606","response to hermaphrodite contact","BP"
"7225","GO:0034612","response to tumor necrosis factor","BP"
"7227","GO:0034614","cellular response to reactive oxygen species","BP"
"7228","GO:0034616","response to laminar fluid shear stress","BP"
"7229","GO:0034617","tetrahydrobiopterin binding","MF"
"7230","GO:0034618","arginine binding","MF"
"7231","GO:0034620","cellular response to unfolded protein","BP"
"7232","GO:0034622","cellular protein-containing complex assembly","BP"
"7233","GO:0034625","fatty acid elongation, monounsaturated fatty acid","BP"
